Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_210,LuZrMnNiO6_L,Lu,Zr,Mn,Ni,3,2,8,8,4,3,6,6,0.977,0.84,0.53,0.69,0.685,0.61,0.734275323,-159.575593,6.08443984,4.998603,5.580987,7.19677,90,90.229698,90,200.767678,P21,4,P4/nmm,129,7.827,1.9045,1.6905,0.049833333,0.3785,6.8075,1.206,0.4665,0.7395,2.2485,0.332,0.516,5.0375,0.3875,0.5375,8.308,1.553333333,3.489833333,-0.027777709,0.027777689,-0.083925173,-0.083925173,0.033832868,-0.033832888,0.093659959,0.093659939,0.027777699,0.083925173,0.033832878,0.093659949,0.088402688,0.099583381,23.33764952,28.50225817,1
Comp_211,MgHfMnNiO6_C,Mg,Hf,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.83,0.53,0.69,0.86,0.61,0.797419392,-136.3656428,5.25581911,4.993454,5.309911,7.26652,90.174797,89.153168,88.481331,192.580452,P-1,2,P42/mmc,131,9.736,2.7355,1.7345,0.059833333,0.131,0.139,0,0.491,0.786,2.178,0.3715,0.6085,4.888,0.3795,0.5195,8.2635,1.553,3.493,-0.009073897,0.009073897,-0.061648525,-0.061648525,0.02783263,-0.027832671,-0.084209355,0.084209315,0.009073897,0.061648525,0.02783265,0.084209335,0.062312729,0.088689732,22.83355515,28.62173097,0
Comp_212,MgHfMnNiO6_L,Mg,Hf,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.83,0.53,0.69,0.86,0.61,0.797419392,-135.9452789,5.07152952,5.071191,5.283676,7.25154,90,89.239235,90,194.284484,P21,4,P4/nmm,129,9.714,2.7285,1.7475,0.058,0.141,0.148,0,0.4875,0.8015,2.1735,0.369,0.588,4.886,0.375,0.5025,8.242,1.553333333,3.49325,0.023356384,-0.023356404,-0.03829746,-0.03829746,0.028130622,-0.028130642,0.081970906,0.081970886,0.023356394,0.03829746,0.028130632,0.081970896,0.044857737,0.086663488,22.53720109,26.23102169,1
Comp_213,MgHfMnNiO6_R,Mg,Hf,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.83,0.53,0.69,0.86,0.61,0.797419392,-135.9633814,5.11852169,4.964167,5.300032,7.303878,89.998535,89.392967,90.000732,192.155996,Pc,7,F-4 3m,216,9.734,2.728,1.736,0.0605,0.126,0.135,0,0.5,0.7895,2.208,0.372,0.61,4.889,0.38,0.522,8.262,1.552833333,3.492333333,-0.015150145,-0.014873055,-0.067035715,-0.067035715,0.030858557,0.030966819,-0.083176771,0.08306745,0.0150116,0.067035715,0.030912688,0.08312211,0.068695962,0.088684156,22.07609516,23.82545287,2
Comp_214,MgPbMnNiO6_C,Mg,Pb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.94,0.53,0.69,0.915,0.61,0.817264671,-114.6497462,4.71268236,5.082394,5.323124,7.512962,90.009071,89.822754,89.701424,203.253572,P-1,2,P42/mmc,131,9.708,2.749,1.735,0.054666667,0.127,0.132,0,1.432,1.586,0.533,0.3685,0.594,4.858,0.37,0.4905,8.229,1.564666667,3.428333333,-0.024365607,0.024365607,-0.056326259,-0.056326259,0.020736963,-0.020737003,-0.070696926,0.070696886,0.024365607,0.056326259,0.020736983,0.070696906,0.061370435,0.073675471,20.2023138,21.8134938,0
Comp_215,MgPbMnNiO6_L,Mg,Pb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.94,0.53,0.69,0.915,0.61,0.817264671,-114.9601228,4.81322573,5.181594,5.326352,7.384401,90,89.460655,90,203.793016,P21,4,P4/nmm,129,9.685,2.7115,1.745,0.058166667,0.1325,0.136,0,1.421,1.575,0.531,0.3685,0.58,4.875,0.369,0.486,8.219,1.565166667,3.42775,0.014004547,-0.014004567,-0.043127553,-0.043127553,0.020676223,-0.020676244,0.065280288,0.065280268,0.014004557,0.043127553,0.020676233,0.065280278,0.045344387,0.068476429,17.76951357,24.64003694,1
Comp_216,MgPbMnNiO6_R,Mg,Pb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.94,0.53,0.69,0.915,0.61,0.817264671,-112.9557474,4.74044645,5.08913,5.319976,7.488135,90.000168,89.881363,89.999962,202.73374,Pc,7,F-4 3m,216,9.704,2.744,1.735,0.0555,0.125,0.131,0,1.436,1.5825,0.526,0.369,0.596,4.861,0.37,0.493,8.231,1.564666667,3.428333333,-0.024805898,-0.024814069,-0.060630236,-0.060630236,0.021443033,0.021441301,-0.06950511,0.06950632,0.024809984,0.060630236,0.021442167,0.069505715,0.065510005,0.072737961,21.18015983,22.77807471,2
Comp_217,MgSnMnNiO6_C,Mg,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.81,0.53,0.69,0.85,0.61,0.79381116,-115.0192741,5.43633391,4.990492,5.250786,7.471004,90.129883,89.708931,89.416656,195.75705,P-1,2,P42/mmc,131,9.727,2.7635,1.739,0.053166667,0.128,0.137,0,1.125,1.623,0.662,0.3685,0.5975,4.863,0.3755,0.504,8.246,1.558333333,3.462833333,-0.022111196,0.022111196,-0.061968521,-0.061968521,0.030161517,-0.030161558,-0.07443375,0.07443371,0.022111196,0.061968521,0.030161537,0.07443373,0.065795157,0.080312505,22.83807939,23.53598079,0
Comp_218,MgSnMnNiO6_L,Mg,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.81,0.53,0.69,0.85,0.61,0.79381116,-114.9601228,5.5558842,5.074864,5.244988,7.377401,90,88.954155,90,196.336025,P21,4,P4/nmm,129,9.697,2.718,1.75,0.058083333,0.14,0.149,0,1.108,1.586,0.653,0.371,0.584,4.8845,0.372,0.4925,8.2305,1.559083333,3.4625,0.012902704,-0.012902725,-0.041973467,-0.041973467,0.026816804,-0.026816824,0.072506767,0.072506746,0.012902714,0.041973467,0.026816814,0.072506757,0.043911866,0.077306994,21.8404472,25.59045587,1
Comp_219,MgSnMnNiO6_R,Mg,Sn,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.81,0.53,0.69,0.85,0.61,0.79381116,-115.0911651,5.31206983,5.111124,5.245599,7.372801,90.007538,89.570618,89.973305,197.665914,Pc,7,F-4 3m,216,9.715,2.7695,1.751,0.05,0.1315,0.144,0,1.134,1.697,0.7145,0.362,0.5775,4.845,0.364,0.473,8.215,1.558083333,3.4625,-0.00509107,-0.005043443,-0.041218516,-0.041218516,0.006498333,0.00608383,-0.051341283,0.051127093,0.005067257,0.041218516,0.006291082,0.051234188,0.041528823,0.051618986,21.83484934,22.52795127,2
Comp_220,MgTbMnNiO6_C,Mg,Tb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.88,0.53,0.69,0.705,0.61,0.741491788,-129.7533387,3.67709449,5.149844,5.262841,7.408306,90.224754,90.284897,86.925568,200.493116,P-1,2,P42/mmc,131,7.856,2.6085,1.4245,-0.0215,0.138,0.143,0,0.284,6.719,1.374,0.374,0.6085,4.8765,0.409,0.5865,8.2415,1.557833333,3.457583333,0.008640112,-0.008640112,-0.040139214,-0.040139214,0.015909584,-0.015909625,-0.062085409,0.062085369,0.008640112,0.040139214,0.015909605,0.062085389,0.041058592,0.064091427,16.72479952,30.36077076,0
Comp_221,MgTbMnNiO6_L,Mg,Tb,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.88,0.53,0.69,0.705,0.61,0.741491788,-129.5813007,3.70009021,5.120898,5.329683,7.313987,90,90.008263,90,199.618921,P21,4,P4/nmm,129,7.875,2.5375,1.5535,-0.029666667,0.126,0.131,0,0.2915,6.728,1.4185,0.382,0.6195,4.8845,0.3955,0.5535,8.239,1.559166667,3.45225,-0.001751978,0.001751958,-0.059492227,-0.059492227,0.021145508,-0.021145529,0.065877878,0.065877857,0.001751968,0.059492227,0.021145519,0.065877867,0.059518018,0.06918834,14.21943108,23.52469135,1
Comp_222,MgZrMnNiO6_C,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-134.22937,4.99821332,5.016906,5.3313,7.285155,90.08416,89.381226,88.511772,194.775964,P-1,2,P42/mmc,131,9.743,2.734,1.734,0.059416667,0.131,0.139,0,0.488,0.768,2.315,0.3715,0.608,4.888,0.3785,0.5175,8.26,1.555833333,3.481166667,-0.008452403,0.008452403,-0.059615209,-0.059615209,0.026023711,-0.026023752,-0.083511457,0.083511417,0.008452403,0.059615209,0.026023732,0.083511437,0.06021143,0.087472251,21.95780656,29.41474267,0
Comp_223,MgZrMnNiO6_L,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-133.83208,4.91974977,5.098169,5.310422,7.26122,90,89.195023,90,196.566736,P21,4,P4/nmm,129,9.722,2.7275,1.747,0.057583333,0.139,0.145,0,0.493,0.787,2.328,0.368,0.586,4.8845,0.374,0.498,8.237,1.555833333,3.480833333,0.022340425,-0.022340445,-0.039812528,-0.039812528,0.027971119,-0.027971139,0.080225144,0.080225123,0.022340435,0.039812528,0.027971129,0.080225134,0.045652299,0.084961498,21.46228491,25.79302808,1
Comp_224,MgZrMnNiO6_R,Mg,Zr,Mn,Ni,2,4,8,8,4,2,6,6,0.89,0.84,0.53,0.69,0.685,0.61,0.734275323,-133.82239,4.95166046,4.98659,5.329308,7.305415,89.99968,89.486313,89.997108,194.134131,Pc,7,F-4 3m,216,9.736,2.726,1.734,0.06,0.126,0.134,0,0.495,0.769,2.345,0.371,0.608,4.889,0.379,0.5205,8.26,1.5555,3.480166667,-0.015900646,-0.015999705,-0.066860571,-0.066860571,0.028152895,0.028143865,-0.083380851,0.083377707,0.015950175,0.066860571,0.02814838,0.083379279,0.068736774,0.088002474,21.65308271,24.70953917,2
Comp_225,NaLnCoOsO6_C,Na,Ln,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-135.724007,3.9027,5.537227,5.254768,7.45034,90.245461,90.189156,89.033676,216.747435,P-1,2,P42/mmc,131,2.056,2.6725,1.3195,0.00789725,0.057,0.053,0,0.366,6.776,1.1845,0.3225,0.43,7.146,0.6705,1.063,5.842,1.559166667,3.45825,0.065623089,-0.065020489,-0.023134659,-0.023134659,-0.070916498,0.071923715,-0.017822149,0.017307582,0.065321789,0.023134659,0.071420107,0.017564865,0.069297537,0.073548325,18.64388005,25.40436201,0
Comp_226,NaLnCoOsO6_L,Na,Ln,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-135.993006,3.9394,5.482842,5.231877,7.594056,90.186409,90.126915,89.914322,217.837784,P21,4,P4/nmm,129,2.09,2.655,1.3075,0.011523583,0.0575,0.052,0,0.3655,6.782,1.164,0.323,0.4285,7.1485,0.673,1.0495,5.8665,1.558583333,3.4565,-0.046401002,-0.044367572,0.006080364,0.006080364,0.076793731,0.075551351,-0.021342389,0.018531581,0.045384287,0.006080364,0.076172541,0.019936985,0.045789784,0.078738423,14.49670627,29.8722019,1
Comp_227,NaLnCoOsO6_R,Na,Ln,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-135.564258,3.88572713,5.545481,5.215229,7.488595,90.679268,89.997818,90.006439,216.562056,Pc,7,F-4 3m,216,2.067,2.661,1.344,0.03975,0.058,0.054,0,0.368,6.778,1.183,0.322,0.429,7.151,0.67,1.059,5.842,1.556833333,3.456166667,0.052601108,-0.051859983,-0.01478799,-0.01478799,0.081357781,-1.051859983,0.025136794,0.024953447,0.052230546,0.01478799,0.566608882,0.02504512,0.054283649,0.567162131,18.60208419,22.39828597,2
Comp_228,NaLuCoWO6_C,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-151.452087,3.7502,5.530814,5.263521,7.53843,90.752205,90.181099,89.339958,219.420965,P-1,2,P42/mmc,131,5.952,2.731,0.0365,0.007052417,0.056,0.053,0,0.355,6.7595,1.16,0.316,0.4175,7.135,0.721,1.1465,4.12,1.557666667,3.486083333,0.059482795,-0.058626373,-0.018575623,-0.018575623,-0.070774364,0.071389093,-0.021701102,0.021390219,0.059054584,0.018575623,0.071081728,0.02154566,0.06190717,0.07427535,18.2724807,23.58529292,0
Comp_229,NaLuCoWO6_L,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-152.113228,3.6926,5.478875,5.242167,7.702079,89.835205,90.080963,90.13385,221.211044,P21,4,P4/nmm,129,5.947,2.7285,0.0445,0.012445833,0.055,0.05,0,0.3575,6.7735,1.152,0.3125,0.4095,7.1305,0.728,1.1225,4.1835,1.557583333,3.486416667,-0.039729074,-0.035998378,-0.000469173,-0.000469173,0.074486035,0.074097339,-0.018275,0.018527749,0.037863726,0.000469173,0.074291687,0.018401374,0.037866633,0.076536693,13.26261009,29.52230313,1
Comp_230,NaLuCoWO6_R,Na,Lu,Co,W,1,3,8,8,2,6,6,6,1.18,0.977,0.745,0.6,1.0785,0.6725,0.849180804,-151.51921,3.7325,5.550747,5.247142,7.552482,90.844673,90.094154,89.972313,219.946026,Pc,7,F-4 3m,216,5.947,2.7305,0.0375,0.010498583,0.054,0.051,0,0.3645,6.7785,1.175,0.3125,0.4105,7.129,0.721,1.1395,4.1265,1.557416667,3.48625,0.048096986,-0.044042645,-0.013588953,-0.013588953,0.080078021,-1.044042645,0.025288696,0.024091311,0.046069815,0.013588953,0.562060333,0.024690004,0.048032151,0.562602359,18.27842207,21.54766968,2
Comp_231,NaLuCrWO6_C,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-159.741868,5.6414,5.524168,5.252971,7.545146,90.173538,90.0942,89.564499,218.939619,P-1,2,P42/mmc,131,7.382,3.196,0.4415,0.010412917,0.057,0.054,0,0.361,6.772,1.183,0.3685,0.607,4.2465,0.674,1.0295,4.137,1.5555,3.489666667,0.054824607,-0.054127985,-0.017274438,-0.017274438,-0.067748955,0.06864472,-0.020569064,0.020054966,0.054476296,0.017274438,0.068196838,0.020312015,0.057149568,0.071157478,17.8676499,23.02111711,0
Comp_232,NaLuCrWO6_L,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-160.121415,5.0693,5.446246,5.1871,8.089021,90.58947,90.0056,90.007759,228.504543,P21,4,P4/nmm,129,7.69,3.606,0.17,0.0159445,0.0555,0.051,0,0.364,6.779,1.166,0.3125,0.464,4.29,0.719,1.0995,4.1755,1.557666667,3.486,-0.041052183,-0.041186061,0.015660044,0.015660044,0.070955627,0.071073557,-0.025931833,0.025464714,0.041119122,0.015660044,0.071014592,0.025698273,0.044000218,0.075521345,16.22062359,27.56510833,1
Comp_233,NaLuCrWO6_R,Na,Lu,Cr,W,1,3,8,8,2,6,6,6,1.18,0.977,0.8,0.6,1.0785,0.7,0.837789354,-159.644306,5.6247,5.544993,5.238335,7.549792,90.319733,90.007881,89.990875,219.291858,Pc,7,F-4 3m,216,7.588,3.267,0.472,0.010027583,0.057,0.054,0,0.366,6.78,1.187,0.359,0.583,4.244,0.679,1.038,4.137,1.555666667,3.489416667,0.047428586,-0.04671319,-0.011578396,-0.011578396,0.075987646,-1.04671319,0.024199029,0.02436801,0.047070888,0.011578396,0.561350418,0.02428352,0.048473991,0.561875414,18.3153547,20.88193376,2
Comp_234,NaLuVWO6_C,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,-161.041454,5.4416,5.54117,5.274904,7.57335,90.570946,90.354553,89.473335,221.338025,P-1,2,P42/mmc,131,5.541,2.345,0.3515,0.004739917,0.055,0.051,0,0.354,6.75,1.157,0.3955,0.691,3.497,0.6945,1.081,4.1375,1.553833333,3.493666667,0.055341954,-0.054429308,-0.017136744,-0.017136744,-0.068138185,0.068997215,-0.021329387,0.021039146,0.054885631,0.017136744,0.0685677,0.021184266,0.0574987,0.071765609,17.89222015,22.98494905,0
Comp_235,NaLuVWO6_L,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,-161.601814,5.5071342,5.512171,5.24837,7.72148,89.848915,89.99369,90.002243,223.380975,P21,4,P4/nmm,129,5.658,2.442,0.3215,0.008083333,0.053,0.048,0,0.355,6.762,1.147,0.38,0.6545,3.498,0.708,1.0795,4.19,1.5535,3.494,-0.039611245,-0.039806635,0.006117872,0.006117872,0.073650989,0.073625869,-0.016317855,0.015853808,0.03970894,0.006117872,0.073638429,0.016085831,0.04017746,0.075374878,13.21704189,27.76800746,1
Comp_236,NaLuVWO6_R,Na,Lu,V,W,1,3,8,8,2,6,6,6,1.18,0.977,0.64,0.6,1.0785,0.62,0.871811257,-161.036016,5.4251,5.550426,5.261966,7.593759,90.689369,89.990463,90.007378,221.768439,Pc,7,F-4 3m,216,5.639,2.394,0.343,0.009854917,0.053,0.05,0,0.363,6.766,1.174,0.386,0.6675,3.4895,0.698,1.085,4.139,1.55375,3.493833333,0.049070031,-0.048296593,-0.013059272,-0.013059272,0.075283042,-1.048296593,0.025936164,0.025926944,0.048683312,0.013059272,0.561789818,0.025931554,0.050404459,0.562387984,18.27540707,20.33173682,2
Comp_237,NaYCoOsO6_C,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-138.813947,3.99321131,5.553216,5.309014,7.570878,90.241997,90.208626,88.909943,223.161593,P-1,2,P42/mmc,131,2.113,2.685,1.3185,0.047416667,0.054,0.049,0,2.122,6.175,0.834,0.318,0.422,7.1375,0.6695,1.06,5.836,1.557,3.450583333,0.058908191,-0.057821807,-0.021468845,-0.021468845,-0.066191555,0.066995942,-0.014505913,0.014039196,0.058364999,0.021468845,0.066593749,0.014272554,0.062188298,0.068106044,16.84425334,24.50515105,0
Comp_238,NaYCoOsO6_L,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-139.072648,4.04941124,5.534597,5.292258,7.636555,90.345459,90.004761,89.995926,223.674557,P21,4,P4/nmm,129,2.127,2.67,1.3035,0.049666667,0.053,0.048,0,2.123,6.18,0.828,0.3195,0.423,7.14,0.672,1.047,5.859,1.557333333,3.450166667,-0.047013276,-0.047011438,0.010808964,0.010808964,0.06996731,0.070000858,-0.019716112,0.019141255,0.047012357,0.010808964,0.069984084,0.019428683,0.048238941,0.072630887,14.97752934,27.20441437,1
Comp_239,NaYCoOsO6_R,Na,Y,Co,Os,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.545,1.0995,0.645,0.868330657,-138.680006,4.0009087,5.577559,5.269673,7.566616,90.681129,90.006531,90.011368,222.381575,Pc,7,F-4 3m,216,2.117,2.679,1.3355,0.043083333,0.055,0.05,0,2.123,6.175,0.833,0.32,0.425,7.14,0.67,1.059,5.839,1.556833333,3.45025,0.051696323,-0.050848849,-0.014613111,-0.014613111,0.078726269,-1.050848849,0.021622948,0.021538561,0.051272586,0.014613111,0.564787559,0.021580755,0.053314361,0.565199713,16.81570695,22.5004675,2
Comp_240,NaYCoReO6_C,Na,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.473722,4.5478,5.547225,5.339725,7.599163,90.008736,90.126015,89.209625,225.07018,P-1,2,P42/mmc,131,4.094,2.669,0.6705,0.018583333,0.035,0.03,0,2.112,6.129,0.772,0.323,0.4415,7.1495,0.622,0.97,4.554,1.558333333,3.453,0.035561379,-0.034922896,-0.008238187,-0.008238187,-0.050817677,0.051747237,0.000204832,-0.000613989,0.035242137,0.008238187,0.051282457,0.000409411,0.036192209,0.051284091,11.7477697,19.62760142,0
Comp_241,NaYCoReO6_L,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.77039,4.67916681,5.518027,5.312512,7.698971,89.959007,89.878677,89.855766,225.690857,P21,4,P4/nmm,129,3.947,2.691,0.7555,0.016333333,0.0515,0.0465,0,2.1215,6.1765,0.8215,0.3135,0.4125,7.1465,0.6325,0.967,4.571,1.55725,3.463583333,-0.039949444,-0.041077325,0.006928095,0.006928095,0.067551564,0.067265534,-0.018566871,0.015866222,0.040513384,0.006928095,0.067408549,0.017216547,0.041101494,0.069572422,14.00942003,26.81365663,1
Comp_242,NaYCoReO6_R,Na,Y,Co,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.55,1.0995,0.6475,0.867243885,-145.256076,4.63551229,5.584927,5.291748,7.59104,90.355331,90.03598,89.962753,224.341346,Pc,7,F-4 3m,216,3.974,2.6895,0.7725,0.013166667,0.0525,0.0485,0,2.1215,6.172,0.8305,0.3125,0.413,7.151,0.63,0.983,4.526,1.558083333,3.462416667,0.049359177,-0.045865103,-0.013601375,-0.013601375,0.074505416,-1.045865103,0.019726166,0.019654692,0.04761214,0.013601375,0.560185259,0.019690429,0.049516798,0.56053121,16.7316515,21.70151678,2
Comp_243,NaYCoWO6_C,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,-154.666114,3.92791678,5.549794,5.335874,7.629241,90.41198,90.05809,89.108421,225.891427,P-1,2,P42/mmc,131,5.958,2.736,0.0325,0.0285,0.052,0.048,0,2.117,6.167,0.816,0.314,0.4135,7.13,0.72,1.144,4.1195,1.556916667,3.478583333,0.051630961,-0.050816046,-0.016996742,-0.016996742,-0.065554208,0.066268717,-0.014976356,0.014865009,0.051223503,0.016996742,0.065911462,0.014920683,0.053969774,0.067579195,16.57118102,22.69841163,0
Comp_244,NaYCoWO6_L,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,-155.244718,3.76935074,5.513083,5.318647,7.74134,89.973427,89.993622,90.00412,226.992627,P21,4,P4/nmm,129,5.954,2.734,0.043,0.026666667,0.051,0.046,0,2.12,6.176,0.818,0.311,0.407,7.126,0.727,1.119,4.18,1.558,3.479,-0.038930159,-0.03899444,0.003213103,0.003213103,0.067764552,0.067636007,-0.016577002,0.016126023,0.0389623,0.003213103,0.067700279,0.016351513,0.039094563,0.069646965,13.8034137,26.05576435,1
Comp_245,NaYCoWO6_R,Na,Y,Co,W,1,3,8,8,2,6,6,6,1.18,1.019,0.745,0.6,1.0995,0.6725,0.856523936,-154.655505,3.83861956,5.58617,5.311186,7.610693,90.549362,89.994179,90.001556,225.7927,Pc,7,F-4 3m,216,5.954,2.736,0.035,0.0275,0.051,0.048,0,2.121,6.174,0.821,0.312,0.409,7.125,0.72,1.138,4.127,1.557666667,3.479083333,0.044149816,-0.043276079,-0.011502804,-0.011502804,0.07907129,-1.043276079,0.018808824,0.019020036,0.043712948,0.011502804,0.561173685,0.01891443,0.045201065,0.561492351,16.59688032,21.0093358,2
Comp_246,NaYCrReO6_C,Na,Y,Cr,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.55,1.0995,0.675,0.855466499,-150.045767,5.0303,5.477723,5.316177,7.568484,89.842621,89.808693,88.960129,220.360068,P-1,2,P42/mmc,131,1.798,2.737,1.5745,0.041083333,0.053,0.048,0,2.121,6.172,0.83,0.407,0.704,4.242,0.5725,0.8465,4.6415,1.553166667,3.4785,0.047016743,-0.04646364,-0.015714799,-0.015714799,-0.058799871,0.05954233,-0.01050522,0.010050616,0.046740191,0.015714799,0.0591711,0.010277918,0.04931126,0.060057096,15.35880995,22.54345494,0
Comp_247,NaYCrReO6_L,Na,Y,Cr,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.55,1.0995,0.675,0.855466499,-155.154132,5.1071,5.475451,5.295046,7.621663,89.928818,90.003891,90.000122,220.972929,P21,4,P4/nmm,129,1.816,2.702,1.556,0.038166667,0.052,0.047,0,2.121,6.176,0.824,0.407,0.703,4.249,0.574,0.838,4.66,1.5515,3.478333333,-0.03695199,-0.03683515,0.006813259,0.006813259,0.062312925,0.062387303,-0.014908591,0.014461515,0.03689357,0.006813259,0.062350114,0.014685053,0.03751741,0.064056128,12.72926989,24.83826791,1
Comp_248,NaYCrReO6_R,Na,Y,Cr,Re,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.55,1.0995,0.675,0.855466499,-154.885633,5.0576,5.487095,5.273871,7.577039,90.26828,90.000336,90.000656,219.263703,Pc,7,F-4 3m,216,1.821,2.721,1.57,0.036833333,0.055,0.05,0,2.121,6.169,0.828,0.408,0.708,4.247,0.573,0.849,4.633,1.55,3.4795,0.04661973,-0.046174589,-0.010923476,-0.010923476,0.066096287,-1.046174589,0.017678126,0.017676352,0.046397159,0.010923476,0.556135438,0.017677239,0.047665698,0.55641631,15.3991725,19.72236632,2
Comp_249,NaYCrWO6_C,Na,Y,Cr,W,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-162.885364,5.77235539,5.531947,5.32548,7.625441,90.031525,90.018501,89.326996,224.631985,P-1,2,P42/mmc,131,6.916,3.1575,0.2725,0.007166667,0.054,0.049,0,2.12,6.171,0.833,0.3685,0.608,4.246,0.6735,1.028,4.141,1.554666667,3.4825,0.047447835,-0.046804851,-0.015455875,-0.015455875,-0.061441975,0.062240179,-0.013435178,0.013143746,0.047126343,0.015455875,0.061841077,0.013289462,0.049596132,0.063252894,16.06139419,22.06370718,0
Comp_250,NaYCrWO6_L,Na,Y,Cr,W,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-163.19699,5.30226558,5.477715,5.271069,8.065459,90.377045,89.995949,89.990364,232.872278,P21,4,P4/nmm,129,7.689,3.583,0.197,0.009,0.052,0.048,0,2.122,6.174,0.823,0.312,0.47,4.28,0.715,1.093,4.171,1.558,3.478916667,-0.040084757,-0.040113936,0.014686372,0.014686372,0.064083261,0.064003374,-0.020497502,0.019985214,0.040099347,0.014686372,0.064043317,0.020241358,0.042704182,0.067165907,16.45022671,24.60051812,1
Comp_251,NaYCrWO6_R,Na,Y,Cr,W,1,3,8,8,2,6,6,6,1.18,1.019,0.8,0.6,1.0995,0.7,0.845033981,-162.788413,5.75437605,5.566,5.302245,7.612492,90.124397,90.003838,90.005531,224.661611,Pc,7,F-4 3m,216,7.286,3.2275,0.372,0.006833333,0.054,0.05,0,2.121,6.174,0.835,0.361,0.59,4.2445,0.678,1.036,4.14,1.554833333,3.48225,0.045326818,-0.04449769,-0.011466941,-0.011466941,0.070939853,-1.04449769,0.018840649,0.018724305,0.044912254,0.011466941,0.557718772,0.018782477,0.046353007,0.558034954,16.47650328,20.59117974,2
